Hour,Date,HourlyDryBulbTemperatureAmerillo,HourlyRelativeHumidityAmerillo,HourlyWindSpeedAmerillo,HourlyDryBulbTemperatureAustin,HourlyRelativeHumidityAustin,HourlyWindSpeedAustin,HourlyDryBulbTemperatureDallas,HourlyRelativeHumidityDallas,HourlyWindSpeedDallas,HourlyDryBulbTemperatureElPaso,HourlyRelativeHumidityElPaso,HourlyWindSpeedElPaso,HourlyDryBulbTemperatureHoustan,HourlyRelativeHumidityHoustan,HourlyWindSpeedHoustan,HourlyDryBulbTemperatureLaredo,HourlyRelativeHumidityLaredo,HourlyWindSpeedLaredo,HourlyDryBulbTemperatureOdessa,HourlyRelativeHumidityOdessa,HourlyWindSpeedOdessa,HourlyDryBulbTemperatureSanAnto,HourlyRelativeHumiditySanAnto,HourlyWindSpeedSanAnto,HourlyDryBulbTemperatureSweet,HourlyRelativeHumiditySweet,HourlyWindSpeedSweet
21,2/12/2019,43,20,15,41,73,3,45,56,5,47,19,3,53,55,6,55,44,7,41,47,5,51,48,3,41,61,9
22,2/12/2019,40,22,16,40,83,0,47,50,6,45,17,6,51,59,8,52,50,7,40,49,6,43,71,5,41,57,8
23,2/12/2019,34,29,14,37,86,0,41,67,9,38,25,7,50,61,7,51,52,7,43,45,7,43,71,3,39,62,9
24,2/12/2019,33,32,14,36,89,0,45,56,6,38,25,3,48,66,8,49,56,8,38,57,7,46,56,0,40,58,10
1,2/13/2019,33,32,14,42,71,3,45,56,6,36,28,3,48,66,8,46,66,6,38,57,7,40,73,3,42,53,13
2,2/13/2019,34,37,15,37,82,0,37,76,7,35,29,5,45,71,0,46,61,7,36,62,5,38,79,5,44,47,14
3,2/13/2019,40,33,26,37,79,0,37,73,6,35,29,7,42,79,0,47,56,0,33,66,7,36,82,7,45,42,17
4,2/13/2019,38,37,20,30,92,3,37,73,7,34,29,8,43,76,3,44,60,5,31,72,6,36,82,5,45,41,16
5,2/13/2019,38,37,28,30,88,0,36,76,9,33,30,6,41,82,3,45,58,5,31,69,3,35,82,6,45,44,16
6,2/13/2019,39,39,25,34,85,0,35,78,10,31,33,0,39,89,0,41,67,7,35,64,3,35,82,6,41,54,15
7,2/13/2019,36,44,20,29,92,0,38,70,11,32,29,5,38,97,0,41,62,7,37,59,6,34,85,7,40,57,16
8,2/13/2019,34,48,13,32,88,0,39,70,3,35,27,3,42,92,0,43,65,3,32,69,7,36,79,5,44,52,17
9,2/13/2019,40,38,21,44,71,5,45,63,8,40,23,3,49,69,7,50,52,6,42,51,9,45,68,0,49,44,24
10,2/13/2019,44,31,16,52,53,7,52,43,15,46,19,3,55,51,11,57,41,9,48,44,14,50,54,7,53,38,23
11,2/13/2019,52,17,22,57,42,10,57,33,15,53,17,7,58,42,9,62,31,6,54,34,15,54,45,9,57,31,23
12,2/13/2019,56,13,26,58,36,8,60,30,18,57,15,7,60,39,5,66,23,6,57,32,17,56,42,3,62,27,23
13,2/13/2019,58,13,28,62,34,13,61,27,24,60,15,7,62,37,7,70,19,8,61,27,15,59,36,7,62,27,21
14,2/13/2019,62,10,24,64,32,13,60,32,21,64,13,11,64,37,7,71,20,10,63,24,17,61,34,8,63,26,23
15,2/13/2019,67,9,28,64,32,18,60,32,20,64,14,9,65,42,6,72,21,14,66,23,20,63,33,14,63,28,17
16,2/13/2019,66,8,36,64,32,14,59,36,18,67,15,13,64,45,9,74,20,11,67,23,17,63,29,11,63,25,22
17,2/13/2019,66,9,32,63,35,11,57,39,21,65,17,15,60,58,11,73,21,16,67,23,16,62,30,13,63,25,20
18,2/13/2019,61,11,22,61,32,6,55,44,15,62,19,10,57,67,17,71,24,16,63,27,15,62,29,14,60,30,15
19,2/13/2019,57,14,22,54,55,3,55,44,22,60,21,8,57,67,7,65,32,9,57,33,10,59,36,10,58,31,17
20,2/13/2019,56,14,23,52,64,6,54,47,17,59,20,11,57,64,14,62,38,8,56,34,10,58,42,9,57,32,20
21,2/13/2019,58,15,30,57,64,11,54,49,17,62,19,14,55,69,5,60,42,11,54,37,11,58,56,16,55,34,20
22,2/13/2019,58,17,31,57,67,14,54,47,22,59,20,9,53,77,7,60,60,14,54,37,15,55,67,9,55,31,23
23,2/13/2019,58,15,25,55,72,10,55,47,24,60,19,14,53,80,0,60,67,15,53,38,16,54,72,13,55,28,26
24,2/13/2019,57,15,26,52,80,8,54,53,22,60,19,10,51,89,5,59,69,14,52,38,14,53,77,9,55,27,28
1,2/14/2019,57,15,26,54,75,7,54,53,22,59,21,13,51,89,5,57,74,9,52,38,14,53,80,9,56,27,24
2,2/14/2019,54,16,26,52,83,9,53,69,21,58,20,10,54,87,0,56,77,10,52,37,14,53,80,8,56,28,20
3,2/14/2019,54,16,28,52,86,15,52,75,18,60,15,14,52,97,3,55,83,8,51,39,13,51,86,5,53,34,18
4,2/14/2019,51,19,16,54,83,18,52,75,18,53,21,5,52,97,3,54,87,6,51,39,11,51,86,9,53,38,22
5,2/14/2019,56,21,22,53,86,9,51,80,21,60,14,13,55,93,3,53,89,5,52,40,14,51,89,7,53,40,20
6,2/14/2019,56,24,22,54,83,0,51,83,20,54,20,6,53,96,0,52,89,7,51,41,11,51,89,5,53,41,20
7,2/14/2019,56,24,18,54,87,9,50,86,17,54,20,6,52,100,6,52,93,6,53,38,9,52,86,3,52,44,18
8,2/14/2019,56,24,26,55,83,11,51,86,18,54,20,3,58,90,6,54,90,7,52,40,7,53,89,5,53,42,18
9,2/14/2019,57,23,21,58,81,13,54,80,18,59,18,11,62,84,11,58,87,9,58,33,10,55,87,9,59,33,17
10,2/14/2019,61,21,24,62,75,16,59,64,28,60,16,9,68,70,10,62,75,9,66,24,17,58,84,13,63,29,22
11,2/14/2019,63,21,26,66,68,24,63,56,20,65,11,5,69,70,14,64,68,9,70,19,22,63,73,14,70,20,20
12,2/14/2019,67,17,26,70,55,10,68,47,21,66,11,0,72,59,13,70,53,6,72,18,14,66,65,13,75,15,16
13,2/14/2019,68,17,23,71,59,17,72,38,21,67,13,5,74,54,10,72,48,6,74,17,16,68,61,8,79,13,17
14,2/14/2019,71,15,22,74,52,16,75,32,20,70,13,15,75,52,13,75,39,5,77,15,21,68,57,7,82,12,17
15,2/14/2019,71,14,11,74,52,17,77,31,17,70,14,20,77,50,15,77,36,3,79,14,18,70,53,10,81,12,9
16,2/14/2019,69,15,10,73,53,16,77,30,13,70,19,14,75,50,17,78,33,0,78,14,22,68,57,10,82,13,14
17,2/14/2019,68,17,5,72,55,14,77,30,10,70,19,10,73,55,13,79,32,0,77,14,17,68,57,7,79,14,5
18,2/14/2019,64,21,7,69,57,7,72,38,8,68,21,5,71,63,13,77,36,3,75,15,16,68,55,6,75,18,0
19,2/14/2019,61,24,6,66,68,7,68,40,0,66,26,5,69,68,9,71,46,3,72,19,10,66,61,6,72,22,11
20,2/14/2019,59,26,7,64,70,7,63,56,9,65,31,6,68,76,8,66,56,3,69,21,9,62,67,3,69,24,0
21,2/14/2019,57,29,10,59,78,7,64,65,14,64,33,9,66,81,8,66,56,7,64,26,5,59,75,0,65,28,7
22,2/14/2019,58,29,10,60,78,3,61,67,7,66,32,16,66,84,3,65,61,8,65,26,13,61,72,0,67,25,0
23,2/14/2019,56,55,9,57,83,6,58,78,9,65,36,29,64,90,5,64,63,7,66,27,10,55,80,3,67,23,11
24,2/14/2019,51,77,16,57,87,8,57,81,6,65,39,23,62,96,5,62,70,8,65,29,13,54,83,3,65,26,11
1,2/15/2019,51,77,16,60,75,3,57,81,6,63,41,17,62,96,5,60,78,7,65,29,13,52,86,0,64,28,16
2,2/15/2019,45,77,17,58,84,6,55,87,3,63,41,18,62,96,3,62,84,8,62,35,10,51,89,3,63,29,13
3,2/15/2019,45,77,17,56,90,0,53,89,0,63,45,25,61,100,3,60,86,7,60,39,9,49,93,6,63,31,15
4,2/15/2019,45,74,17,52,93,3,53,89,0,62,48,23,60,100,5,58,90,8,57,45,9,50,93,6,63,31,14
5,2/15/2019,45,71,14,52,93,5,53,89,0,63,56,31,61,100,3,55,96,3,57,45,10,50,89,7,62,33,15
6,2/15/2019,44,71,16,55,87,0,52,93,0,63,54,26,63,97,0,55,96,6,56,47,8,50,93,3,62,39,13
7,2/15/2019,40,86,10,52,93,5,51,92,3,61,60,18,63,100,0,55,93,0,55,51,9,51,89,3,61,44,10
8,2/15/2019,40,83,18,52,93,0,52,93,0,61,60,15,64,96,5,57,96,5,60,44,14,52,89,0,58,51,0
9,2/15/2019,45,74,14,60,84,8,56,87,3,63,54,20,66,96,8,61,90,5,66,40,20,58,81,0,65,39,10
10,2/15/2019,54,62,10,68,65,10,59,75,7,65,51,17,68,90,8,67,76,3,71,38,23,65,73,5,71,34,15
11,2/15/2019,47,74,15,74,56,10,64,63,8,68,44,18,70,84,10,74,56,5,74,37,32,75,46,11,75,31,22
12,2/15/2019,42,76,10,82,38,5,68,51,7,70,39,15,73,76,11,80,42,0,77,35,26,77,43,13,77,30,20
13,2/15/2019,42,71,13,84,37,13,71,46,8,72,30,26,76,69,11,83,38,0,79,32,31,80,42,9,80,29,24
14,2/15/2019,40,73,11,84,36,11,72,48,14,73,29,25,78,62,13,87,32,0,80,30,24,79,42,10,82,26,18
15,2/15/2019,40,70,13,85,39,16,68,49,16,73,29,24,78,64,11,90,28,5,81,28,21,82,41,11,82,25,17
16,2/15/2019,38,73,10,84,38,13,65,49,18,72,30,17,77,64,8,92,26,0,80,26,18,85,36,7,82,25,10
17,2/15/2019,35,76,13,82,44,8,61,50,17,71,30,25,75,71,10,93,25,6,80,26,22,85,33,8,63,42,16
18,2/15/2019,32,82,11,81,42,3,56,53,16,68,36,18,72,79,7,88,33,3,78,28,13,81,41,9,57,47,13
19,2/15/2019,29,85,9,72,61,5,51,56,23,67,39,14,69,87,6,85,31,0,71,34,11,74,57,7,50,53,15
20,2/15/2019,28,85,8,70,66,0,46,63,16,65,39,11,69,87,5,79,41,7,67,39,11,73,59,5,46,59,11
21,2/15/2019,26,88,7,64,78,0,42,68,18,63,41,3,69,87,5,75,45,5,66,39,10,70,68,0,42,65,14
22,2/15/2019,27,85,7,64,78,7,39,73,18,59,46,5,69,90,5,74,45,6,62,43,9,67,73,6,39,70,13
23,2/15/2019,27,89,6,63,84,3,38,73,15,60,41,0,69,90,5,74,50,6,54,53,13,64,78,5,36,75,10
24,2/15/2019,26,88,9,62,65,20,36,76,15,59,46,5,69,90,3,,,,50,59,8,,,,,,
1,2/16/2019,26,88,9,62,56,11,36,76,15,59,49,9,69,90,3,69,68,7,50,59,8,62,80,8,34,76,9
2,2/16/2019,25,92,8,56,57,18,34,79,15,54,57,5,68,93,3,68,73,7,44,65,7,63,68,8,33,77,9
3,2/16/2019,25,88,9,54,62,14,34,79,14,53,59,8,68,96,0,66,84,7,42,68,9,61,72,8,31,79,7
4,2/16/2019,24,91,9,53,61,15,35,78,13,53,61,0,67,100,6,65,87,5,41,67,8,58,72,8,31,79,8
5,2/16/2019,24,91,8,50,63,15,34,85,14,57,53,7,65,100,6,63,93,7,39,70,7,55,69,9,30,83,7
6,2/16/2019,24,88,9,47,66,7,34,85,10,49,69,3,65,100,7,64,93,5,37,73,6,53,66,15,29,87,7
7,2/16/2019,23,92,14,45,74,15,33,92,14,47,74,5,64,100,11,63,97,6,36,73,6,52,66,11,,,7
8,2/16/2019,23,92,17,44,73,16,33,92,11,51,69,10,59,100,10,64,96,6,36,73,8,51,74,10,,,6
9,2/16/2019,25,88,11,43,80,16,33,92,3,57,44,13,58,97,9,67,91,,38,70,7,51,74,9,31,81,5
10,2/16/2019,27,85,13,45,74,16,34,89,6,58,42,20,57,90,8,74,71,7,43,65,10,52,75,11,34,75,3
11,2/16/2019,33,70,21,44,76,11,35,89,5,63,26,25,57,87,10,74,69,10,52,55,13,55,69,9,42,61,7
12,2/16/2019,42,53,21,47,69,3,36,86,0,65,18,31,59,81,9,79,62,13,66,40,18,56,70,9,52,47,8
13,2/16/2019,50,43,24,49,71,10,36,86,0,68,10,38,61,75,3,82,56,11,71,32,18,59,67,7,61,39,13
14,2/16/2019,57,37,20,50,68,10,38,83,3,69,9,28,63,75,7,85,51,11,78,20,26,61,67,5,68,32,9
15,2/16/2019,,17,37,52,69,6,40,79,0,68,13,15,64,73,5,87,46,9,,17,26,62,70,8,71,30,15
16,2/16/2019,,16,36,52,72,5,40,79,3,65,20,26,64,75,3,89,42,7,,12,28,61,72,5,73,29,14
17,2/16/2019,63,12,37,52,72,7,40,83,5,63,20,21,65,73,0,89,42,9,78,15,26,60,75,6,,,21
18,2/16/2019,60,16,24,51,71,6,41,82,5,59,22,20,63,78,6,80,54,18,75,15,20,59,75,8,75,13,16
19,2/16/2019,55,20,29,51,77,6,41,86,8,56,24,18,63,81,5,75,62,17,68,17,14,58,78,5,62,44,5
20,2/16/2019,52,23,24,51,77,6,40,97,7,54,28,25,63,81,5,71,66,17,59,21,10,58,75,5,56,,9
21,2/16/2019,50,22,23,51,77,5,40,97,10,52,32,16,63,87,3,67,73,15,61,19,14,57,74,6,62,26,10
22,2/16/2019,46,19,23,51,77,3,41,100,8,50,33,16,63,87,0,66,78,11,59,22,13,56,77,6,62,19,16
23,2/16/2019,28,75,21,51,80,3,42,96,3,49,35,7,64,87,3,65,78,9,57,25,11,55,83,3,63,15,21
24,2/16/2019,26,81,13,52,86,5,42,100,0,48,34,16,63,93,3,65,78,3,56,21,17,54,90,0,58,21,17
1,2/17/2019,26,81,13,51,80,3,42,100,0,46,37,7,63,93,3,65,78,5,56,21,17,54,93,0,57,22,11
2,2/17/2019,23,85,8,53,83,5,42,100,9,47,36,10,67,93,3,65,81,5,46,35,5,54,97,3,54,25,10
3,2/17/2019,24,81,8,56,84,6,43,97,6,45,37,8,69,93,5,66,78,5,42,43,8,56,97,5,48,28,13
4,2/17/2019,25,85,7,53,93,3,42,100,17,44,38,6,70,97,10,66,81,5,39,48,9,61,97,11,40,52,15
5,2/17/2019,25,81,3,50,96,0,42,92,15,43,40,6,70,97,6,66,81,5,40,45,9,62,93,8,35,63,8
6,2/17/2019,26,81,6,56,87,5,42,89,17,44,40,8,65,100,13,66,84,10,37,46,8,63,87,10,32,71,0
7,2/17/2019,22,89,5,59,67,8,41,89,18,43,40,3,61,100,3,,,,34,56,8,,,,,,
8,2/17/2019,18,84,8,58,56,14,39,86,23,44,40,5,62,100,3,61,97,13,33,61,8,60,42,13,32,75,0
9,2/17/2019,31,79,5,58,51,17,38,79,21,47,36,10,61,100,10,63,93,7,39,50,9,61,36,15,38,59,13
10,2/17/2019,38,57,7,58,62,15,39,73,17,49,33,13,61,93,11,65,93,11,46,40,11,62,35,15,41,53,11
11,2/17/2019,42,41,6,58,60,22,43,65,15,50,32,6,59,90,11,72,52,16,50,33,9,65,29,17,44,50,11
12,2/17/2019,44,37,5,58,53,8,45,58,14,52,28,0,57,90,15,75,32,20,52,30,9,69,27,11,47,43,10
13,2/17/2019,45,33,7,60,53,21,47,54,11,54,24,16,56,90,16,78,27,15,54,28,6,71,27,15,49,39,10
14,2/17/2019,47,30,5,60,53,17,49,48,8,56,18,18,59,78,17,79,27,15,55,26,6,70,27,14,52,33,8
15,2/17/2019,48,24,5,61,50,18,51,44,10,57,16,20,62,65,17,81,19,14,56,27,8,70,23,15,50,31,11
16,2/17/2019,49,23,8,62,44,21,52,43,9,58,13,15,62,62,17,81,18,15,56,27,7,69,27,17,50,33,9
17,2/17/2019,48,25,11,61,44,18,51,44,11,58,11,17,62,58,20,80,17,16,56,28,10,67,27,11,49,34,9
18,2/17/2019,46,27,17,57,41,8,49,46,13,55,12,9,59,62,13,78,19,13,54,29,10,64,33,13,46,41,8
19,2/17/2019,43,32,15,55,49,15,47,50,8,55,12,9,55,69,10,73,23,11,51,33,10,59,41,9,43,48,8
20,2/17/2019,43,35,16,53,51,14,44,53,8,53,12,11,53,77,10,69,30,13,49,36,11,57,45,11,42,49,9
21,2/17/2019,41,45,23,52,55,13,43,60,10,52,13,16,52,75,13,66,28,15,47,41,16,54,51,9,42,51,8
22,2/17/2019,39,53,21,50,57,15,42,62,10,49,21,9,51,74,11,63,40,13,45,48,11,52,53,11,39,59,6
23,2/17/2019,37,44,21,49,56,13,41,67,7,45,23,5,50,68,11,60,44,16,42,53,9,51,52,9,38,61,9
24,2/17/2019,33,52,16,49,55,14,42,62,9,46,24,6,50,68,13,57,51,16,41,57,9,50,52,8,37,60,8
1,2/18/2019,33,52,16,49,46,10,42,62,9,43,29,5,50,68,13,55,55,18,41,57,9,49,52,11,36,62,7
2,2/18/2019,27,63,21,47,56,13,41,57,11,42,33,6,47,74,11,53,59,14,39,60,13,48,50,10,37,59,8
3,2/18/2019,23,72,18,46,56,13,38,62,7,38,37,5,46,73,14,51,59,14,37,65,10,48,41,11,36,63,7
4,2/18/2019,20,74,15,46,56,10,37,65,10,35,44,3,46,71,9,49,61,11,36,67,11,47,37,10,33,75,7
5,2/18/2019,17,80,15,46,56,13,37,65,13,35,46,3,47,69,13,48,63,7,35,67,10,46,40,11,31,83,7
6,2/18/2019,17,84,15,45,54,7,35,67,13,34,42,0,47,66,14,46,66,6,35,64,9,46,40,9,30,85,7
7,2/18/2019,15,80,16,44,60,13,33,70,15,35,38,0,46,71,11,44,71,6,36,62,14,45,44,9,29,85,9
8,2/18/2019,13,84,15,45,58,15,32,66,15,39,34,0,48,66,15,46,66,7,35,64,14,46,44,13,29,86,13
9,2/18/2019,16,74,16,48,54,14,32,61,17,43,29,0,50,61,18,50,54,8,37,62,15,49,41,15,31,79,16
10,2/18/2019,19,65,14,51,48,18,34,56,15,47,26,0,53,52,20,53,47,10,39,60,20,52,35,13,32,72,15
11,2/18/2019,20,65,14,54,43,16,35,54,14,52,21,3,57,42,20,57,44,8,41,55,17,53,35,16,33,66,18
12,2/18/2019,22,57,14,56,34,8,37,52,16,55,16,7,61,39,16,59,42,3,44,47,21,57,34,15,35,57,15
13,2/18/2019,27,51,10,59,35,16,39,48,10,58,13,9,64,34,17,62,43,3,44,49,22,60,33,14,36,53,8
14,2/18/2019,30,45,9,61,34,17,41,45,8,60,12,10,65,33,15,63,41,6,46,44,18,61,34,10,36,51,15
15,2/18/2019,32,41,10,60,38,17,42,45,15,62,11,13,65,34,17,65,40,7,45,44,21,62,32,14,36,51,13
16,2/18/2019,33,40,11,59,39,15,42,43,14,62,11,7,64,37,13,67,39,8,45,46,18,61,31,11,35,52,17
17,2/18/2019,33,36,14,58,42,16,42,45,15,61,11,8,63,35,14,65,39,8,42,51,18,59,33,11,35,52,13
18,2/18/2019,30,39,13,53,47,9,39,55,13,55,26,16,59,44,15,63,41,11,38,52,17,58,35,10,34,54,17
19,2/18/2019,27,43,13,51,52,22,38,52,15,52,31,14,57,47,11,62,43,10,35,57,20,56,40,10,33,56,16
20,2/18/2019,25,48,10,49,55,20,38,52,13,50,33,10,56,47,14,60,50,13,34,56,21,54,45,11,32,57,15
21,2/18/2019,24,50,13,47,56,15,38,52,10,48,33,8,53,51,14,60,50,7,33,56,20,51,52,15,32,58,17
22,2/18/2019,23,55,14,46,56,16,37,54,13,45,35,5,52,53,14,60,50,7,32,56,21,49,56,10,32,59,16
23,2/18/2019,21,59,14,46,56,17,36,59,9,43,38,0,51,54,13,60,47,8,31,59,17,47,59,11,32,57,15
24,2/18/2019,20,62,15,46,56,16,37,57,14,42,41,14,50,57,14,60,52,8,30,61,16,47,56,9,32,58,16
1,2/19/2019,20,62,15,45,54,9,37,57,14,39,46,6,50,57,14,59,54,13,30,61,16,47,56,10,32,58,9
2,2/19/2019,19,68,13,46,58,13,37,62,13,35,54,6,50,59,11,58,53,7,30,61,16,47,56,8,32,58,14
3,2/19/2019,18,71,7,46,61,13,38,62,10,34,56,6,50,59,10,57,58,10,30,61,15,47,54,13,32,62,15
4,2/19/2019,18,71,8,46,63,11,39,60,10,32,59,9,50,61,15,54,75,9,30,61,16,46,58,8,32,62,11
5,2/19/2019,18,74,9,46,71,7,39,55,11,32,59,7,49,64,15,51,89,7,30,61,15,46,58,11,32,64,13
6,2/19/2019,19,74,11,44,63,3,38,65,13,30,64,6,48,77,22,51,92,3,30,64,14,46,61,10,32,65,11
7,2/19/2019,19,74,8,45,68,11,36,82,10,30,61,0,46,96,15,50,96,11,30,61,14,46,63,13,32,66,13
8,2/19/2019,19,74,8,43,80,15,36,82,13,33,56,0,46,93,14,49,93,9,30,64,14,45,74,10,31,68,13
9,2/19/2019,19,77,8,41,93,15,35,89,11,35,52,0,46,96,11,48,93,14,30,66,14,43,82,10,32,69,13
10,2/19/2019,19,77,9,42,89,14,36,86,11,37,48,5,46,96,13,48,93,11,32,64,11,42,92,9,32,69,10
11,2/19/2019,19,84,8,42,92,14,36,93,5,40,45,0,47,97,11,48,93,11,33,61,11,43,89,9,32,72,10
12,2/19/2019,20,89,6,41,89,6,36,93,6,39,53,0,47,97,14,49,93,9,34,61,9,44,89,10,31,94,9
13,2/19/2019,22,89,6,43,89,14,37,93,8,44,49,13,47,100,11,49,90,8,35,64,8,44,89,10,31,100,9
14,2/19/2019,23,88,3,43,89,16,37,96,9,46,46,14,48,100,9,49,90,7,36,62,0,45,86,9,32,100,8
15,2/19/2019,23,88,6,43,89,16,37,96,7,44,58,20,49,100,8,49,90,8,37,59,3,44,93,9,32,100,8
16,2/19/2019,24,88,6,43,89,11,38,97,8,45,39,23,48,100,8,50,86,9,37,59,6,44,93,7,32,100,6
17,2/19/2019,24,88,5,43,89,15,38,97,9,44,40,25,49,100,9,51,83,11,39,57,6,45,86,11,32,100,6
18,2/19/2019,24,84,6,42,89,5,38,93,10,42,36,18,48,100,7,50,83,11,37,62,7,44,85,8,32,100,5
19,2/19/2019,23,88,5,43,89,13,38,93,9,41,32,16,48,100,8,49,86,13,35,64,3,43,89,11,32,100,6
20,2/19/2019,24,88,6,42,92,14,38,93,6,40,38,14,48,100,8,48,89,10,35,64,3,42,92,11,32,100,7
21,2/19/2019,25,88,10,42,92,14,38,93,8,39,38,17,48,100,6,49,83,10,33,66,3,42,92,11,32,100,5
22,2/19/2019,25,88,11,42,89,13,38,93,8,39,34,14,48,100,10,48,86,10,31,72,6,42,92,9,32,100,5
23,2/19/2019,23,92,13,42,92,8,38,93,8,39,31,16,48,100,6,47,93,9,31,76,7,42,92,10,31,100,6
24,2/19/2019,22,92,8,43,86,11,38,93,5,39,30,16,48,100,7,47,93,5,31,76,8,43,89,8,31,100,8
1,2/20/2019,22,92,8,42,85,5,38,93,5,38,33,16,48,100,7,48,89,8,31,76,8,43,86,7,31,100,6
2,2/20/2019,23,88,16,43,86,10,38,89,11,36,39,10,47,100,11,48,93,7,29,78,9,43,86,6,30,100,6
3,2/20/2019,25,85,21,44,83,7,38,86,15,36,40,3,46,100,7,49,90,6,30,79,8,42,82,6,29,100,10
4,2/20/2019,27,75,26,43,86,6,38,86,16,37,37,7,46,100,8,49,86,11,30,75,9,40,86,3,29,100,14
5,2/20/2019,30,58,25,43,82,9,37,86,13,35,40,11,46,96,6,49,86,11,28,75,9,39,89,0,29,95,11
6,2/20/2019,30,56,24,41,86,0,37,86,10,36,39,10,46,96,7,46,89,6,28,72,8,38,89,5,30,87,10
7,2/20/2019,28,60,18,42,82,9,37,86,14,30,51,6,46,93,9,45,90,7,24,81,6,37,89,0,29,86,13
8,2/20/2019,28,60,13,42,82,9,38,83,10,32,50,3,46,96,11,45,90,7,24,81,6,38,89,0,32,78,10
9,2/20/2019,32,54,18,45,77,8,39,79,7,36,42,5,47,90,9,48,77,10,37,52,10,43,80,5,37,70,14
10,2/20/2019,36,50,17,48,71,5,42,73,5,40,32,0,48,86,10,52,64,10,45,31,15,50,61,3,43,49,13
11,2/20/2019,41,36,20,51,64,5,46,63,6,44,26,9,51,80,8,58,44,11,48,28,11,55,49,0,49,35,11
12,2/20/2019,44,27,17,55,53,0,49,56,5,47,22,15,56,67,9,62,30,8,50,25,11,60,32,5,51,25,10
13,2/20/2019,46,22,14,59,46,8,52,50,5,50,17,15,58,62,10,66,24,7,54,21,14,63,29,7,54,19,7
14,2/20/2019,49,20,14,62,41,8,55,44,3,51,17,13,62,54,8,66,22,6,56,19,11,66,22,13,55,16,13
15,2/20/2019,51,16,15,62,35,7,56,42,8,52,15,16,64,48,7,69,21,7,57,18,18,66,21,0,57,14,7
16,2/20/2019,52,16,11,64,29,5,58,38,6,52,16,10,65,45,9,69,21,0,57,17,13,67,21,3,58,14,10
17,2/20/2019,51,20,20,63,30,0,56,42,9,50,18,7,64,48,8,70,21,5,57,15,18,66,25,9,57,14,11
18,2/20/2019,49,21,21,61,32,5,53,48,7,50,18,10,61,52,7,68,24,7,56,17,8,62,28,6,55,19,8
19,2/20/2019,41,29,11,55,49,7,51,52,6,47,21,6,58,60,8,63,31,6,53,22,10,58,36,5,50,26,7
20,2/20/2019,38,31,8,51,59,7,49,64,9,45,25,7,56,67,8,59,36,6,51,28,14,55,40,3,44,36,8
21,2/20/2019,34,35,9,45,71,3,47,66,3,43,27,0,54,69,7,58,41,7,49,35,15,54,43,5,44,37,8
22,2/20/2019,35,32,7,49,59,5,48,63,5,42,28,3,52,75,5,55,45,3,48,39,18,51,52,5,44,36,8
23,2/20/2019,33,35,11,48,61,3,45,71,3,39,31,0,53,72,6,57,44,8,47,41,11,49,59,0,45,35,9
24,2/20/2019,35,31,14,38,83,0,45,74,3,40,30,0,53,74,7,59,42,7,47,42,14,49,59,3,45,37,7
1,2/21/2019,35,31,14,47,63,0,45,74,3,40,29,0,53,74,7,60,47,9,47,42,14,48,63,5,45,35,9
2,2/21/2019,37,30,10,44,83,0,43,80,6,38,31,0,54,75,8,59,51,7,47,46,10,49,64,3,47,31,15
3,2/21/2019,33,38,8,46,77,5,40,83,5,36,35,0,54,77,8,59,54,5,45,49,7,50,63,3,47,40,15
4,2/21/2019,39,41,15,47,83,0,39,86,5,35,37,5,54,77,9,59,54,5,44,51,6,51,61,3,46,44,10
5,2/21/2019,38,44,17,49,80,7,41,79,0,33,38,5,52,89,8,59,51,6,44,51,9,51,61,5,46,47,10
6,2/21/2019,38,48,14,51,59,5,44,71,6,34,38,0,52,86,8,58,53,7,46,47,11,51,64,3,45,51,9
7,2/21/2019,38,51,13,50,68,6,43,74,5,33,40,5,52,86,11,58,56,6,46,47,13,51,64,5,44,54,7
8,2/21/2019,36,55,9,51,71,5,45,74,7,38,34,0,51,96,10,58,56,,47,48,10,52,64,6,45,58,6
9,2/21/2019,39,46,11,52,72,6,46,73,11,44,28,5,51,100,10,56,65,6,48,48,11,53,61,6,47,55,9
10,2/21/2019,41,41,21,54,67,10,46,79,5,50,25,6,51,100,11,64,48,6,51,44,16,54,64,7,49,54,16
11,2/21/2019,47,36,25,54,69,10,47,66,14,56,24,10,52,97,10,63,56,9,54,40,20,56,65,7,52,46,18
12,2/21/2019,50,33,26,55,59,5,48,74,13,61,21,18,52,100,13,66,56,8,59,36,22,56,65,7,55,35,17
13,2/21/2019,56,30,21,56,67,13,51,61,14,63,16,22,53,96,9,68,59,6,63,33,24,56,65,7,58,32,20
14,2/21/2019,57,29,25,56,65,10,50,61,17,65,13,26,53,96,13,67,61,7,64,32,20,58,65,7,59,30,22
15,2/21/2019,59,29,29,56,65,11,52,61,14,65,14,9,53,100,11,70,55,5,66,29,16,57,67,10,57,32,15
16,2/21/2019,60,28,23,56,65,11,51,64,9,64,15,11,53,100,10,73,50,6,66,30,18,58,65,9,57,32,17
17,2/21/2019,57,32,20,56,67,10,50,61,14,63,12,5,52,100,8,72,53,13,65,31,18,56,70,10,56,26,15
18,2/21/2019,52,41,23,54,67,3,49,66,8,61,10,13,51,100,9,69,59,11,62,37,20,56,70,10,53,31,15
19,2/21/2019,47,48,21,54,72,9,48,68,13,58,11,10,51,100,10,65,70,11,57,44,15,55,69,13,48,43,9
